분야,분야 내 카테고리,서브 카테고리,순위,책이름,저자,줄거리,이미지
소설,나라별 소설,독일소설,30,차라투스트라는 이렇게 말했다,프리드리히 니체,"혁명적인 사상가, 니체의 사상이 집약된 대표작 『차라투스트라는 이렇게 말했다』. 철학서이면서도 문학적 형식을 취하고 있는 이 작품의 이야기는 산속에서 짐승들과 벗하며 은둔 생활을 하던 차라투스트라가 인간들에게 새로운 사상을 전하기 위해 산을 내려올 결심을 하게 되면서 시작된다. 고독한 예언자 차라투스트라의 여정을 통해, 《초인》, 《영원 회귀》, 《힘에의 의지》 등 니체 철학의 가장 중심적인 사상들이 다양한 문학적 상징과 잠언으로 펼쳐진다.",https://bookthumb-phinf.pstatic.net/cover/095/551/09555145.jpg?type=m5
소설,나라별 소설,독일소설,31,산 자와 죽은 자,넬레 노이하우스,"우리 시대 미스터리의 여왕의 귀환!그림같이 아름다운 독일 타우누스 지방에서 일어나는 끔찍한 사건들을 재기발랄한 여형사 피아와 부드러운 카리스마의 보덴슈타인 반장 콤비가 해결해나가는 과정을 그리는 「타우누스 시리즈」의 일곱 번째 작품. 《백설공주에게 죽음을》 이후 「타우누스 시리즈」 최고의 작품이라는 찬사를 받은 『산 자와 죽은 자』는 장기 이식에 얽힌 비극에 사랑과 복수라는 보편적인 주제를 절묘하게 녹여낸 작품으로, 2012년 시한부 선고를 받고 심장 판막을 삽입하는 수술을 받으면서 경험하고 느낀 것들을 바탕으로 하고 있다.행복만 가득해야 할 크리스마스 시즌이 공포로 붉게 물든다. 개를 산책시키던 노인, 손녀 곁에서 요리를 하던 부인, 빵집 종업원과 학교 선생님까지, 평생 나쁜 일이라고는 저지르지 않은 선량..",https://bookthumb-phinf.pstatic.net/cover/091/397/09139722.jpg?type=m5
소설,나라별 소설,독일소설,32,성,프란츠 카프카,"프란츠 카프카가 남긴 최후의 걸작!현대인이 겪는 실존의 부조리성을 초현실적으로 그려낸 20세기를 대표하는 작가, 프란츠 카프카의 마지막 장편소설 『성』. 참신하고 폭넓으면서도 엄정한 기획, 원작의 의도와 문체를 살려내는 적확하고 충실한 번역으로 세계문학 독서의 새로운 기준이 되고자 하는 「창비세계문학」의 마흔두 번째 작품이다. 카프카는 ‘고독의 3부작’이라 불리는 세편의 장편소설을 미완으로 남겼는데 이 작품은 그 중 하나로, 미완성임에도 집필 의도와 구상이 온전히 반영된 동시에 미로 같은 세계를 그려 여러 해석을 하게 하는 매혹적인 작품이다.눈이 내린 늦은 밤, 한 남자가 성에 딸린 마을에 도착한다. 토지 측량사라 자처하는 K는 묵을 곳을 찾아 여관에 들어 마을 사람들을 대면하게 되면서 줄곧 어처구니없는 상..",https://bookthumb-phinf.pstatic.net/cover/090/395/09039504.jpg?type=m5
소설,나라별 소설,독일소설,33,그리고 신은 얘기나 좀하자고 말했다,한스 라트,"난처한 심리 치료사와 난감한 ‘신’ 미묘한 동행!포털 사이트 DAUM의 ‘작가의 발견, 7인의 작가전’에 선정되어 일부 사전 연재되며 독자들의 큰 호응을 얻었던 한스 라트의 소설 『그리고 신은 얘기나 좀 하자고 말했다』. 독일에서 10만 부 이상 팔린 베스트셀러로 ‘신은 존재하는가?’, ‘인생의 의미는 무엇인가?’ 등 궁극의 질문을 유머와 놀라운 이야기 속에 녹여냈다. 자기 앞가림도 제대로 못하는 심리 치료사에게 ‘신’을 자처하는 수상한 사내가 심리 상담을 의뢰하며 시작되는 유쾌한 소동이 담겨 있다.이혼과 파산으로 자기 문제를 감당하기도 벅찬 상태의 야콥은 손님이 없는 심리 치료사 일을 접을까 고려중이다. 그런 그에게 ‘고민 많은 신’, 아벨이 찾아와 상담을 신청한다. 사실 아벨은 아르바이트로 서커스 광대 ..",https://bookthumb-phinf.pstatic.net/cover/089/188/08918887.jpg?type=m5
소설,나라별 소설,독일소설,34,차라투스트라는 이렇게 말했다,프리드리히 니체,"철학 사상 가장 혁명적이고 파괴적인 사상가 니체가 제시하는 지적 위기에 대한 해결책 [차라투스트라는 이렇게 말했다]. 서양 철학에서 가장 혁명적이고 파괴적인 사상가 중의 한 명인 니체, 그는 근대 문명과 근대 철학을 비판하고 이를 전혀 다른 각도에서 극복하려는 사상의 혁명가였다. 그는 ‘진리가 무엇’인가를 고민했던 서양 철학의 출발점 자체를 회의했다. 니체는 신은 존재하지 않을 뿐만 아니라 질서를 부여하는 다른 어떤 원리도 존재하지 않는다고 천명한다. 그가 ‘진리’를 부정하고 대신 주목한 문제는 진리를 밝히려는 ‘힘이 무엇’인가였다. 그리하여 영원회귀를 통해 삶을 긍정했으며, 초극의 의지와 풍부하고 강력한 생명력을 지닌 최상의 존재 초인을 세상에 내놓았다.",https://bookthumb-phinf.pstatic.net/cover/088/262/08826231.jpg?type=m5
소설,나라별 소설,독일소설,35,그림 형제 동화전집,그림 형제,"『그림 형제 동화전집(완역본)』에는 그림 형제의 작품 210편이 담겨 있다. 《개구리 왕자》 《백설공주》《라푼첼》《헨젤과 그레텔》 등 누구나 한 번쯤 들어봤을 만한 익숙한 동화의 제목이자 오늘날에는 애니메이션, 영화 등의 형태로 끊임없이 재해석되는 이야기들의 공통점은 그림 형제가 약 200년 전 수집했던 이야기들이 원작이라는 점이다. 유럽 지역에 전해 내려오던 이야기 속에서 인간적인 심성의 기원이 무엇인지 밝히고자 노력했던 그림 형제. 그들의 노력으로 시간이 지금까지 많은 사랑을 받고 있는 이야기를 통해 인간 본성의 여러 가지 모습과 색다른 재미를 느낄 수 있다.",https://bookthumb-phinf.pstatic.net/cover/087/307/08730731.jpg?type=m5
소설,나라별 소설,독일소설,36,꿈꾸는 책들의 도시,발터 뫼르스,"책들이 꿈꾸는 도시 부흐하임에서 펼쳐지는 서사시!책들의 도시에서 펼쳐지는 모험을 그린 발터 뫼르스의 판타지 소설 『꿈꾸는 책들의 도시』. 상상의 대륙 차모니아, 그 중에서도 책들의 도시 부흐하임에서 벌어지는 환상적인 이야기를 담고 있다. 저자인 발터 뫼르스가 자신이 책을 쓰지 않았고 번역과 삽화만을 맡았으며 실제로 차모니아 출신의 공룡족인 힌데군스트 폰미텐메츠의 장편소설이라고 밝힌 흥미진진한 작품을 만나볼 수 있다.젊은 공룡 미텐메츠는 신비한 원고 뭉치를 유산으로 받고 실종된 작가를 찾아 부흐하임으로 떠난다. 새로운 것을 창조해야 하는 작가들의 절규, 독자가 아니라 큰 신문사를 위해 글을 쓰는 비평가들, 돈이 되는 책만 만들어내는 출판사들, 그리고 거대한 자본의 힘이 이러한 모든 것을 지배하고 흔든다. 그 ..",https://bookthumb-phinf.pstatic.net/cover/079/181/07918108.jpg?type=m5
소설,나라별 소설,독일소설,37,비둘기,파트리크 쥐스킨트,독일 작가 파트리크 쥐스킨트의 어른을 위한 우화. 세상에 대한 불신과 무감각에 빠진 경비원 조나단 노엘은 조금만 있으면 자기 소유의 옹색한 방이라도 갖게 되는 소심한 사람. 어느 날 그의 방문 앞에 나타난 비둘기에게 공포를 느끼고 도망간다. 하루 동안 벌어지는 평범하지만 조나단에게는 끔찍하게 생각되는 사건들이 그에게 세상을 향해 맞설 용기를 얻게 한다. 인간 내면에 얽혀 있는 의식의 갈래들을 현미경으로 들여다보듯 그려낸 쥐스킨트의 예술적 재능이 가장 두드러지는 작품.,https://bookthumb-phinf.pstatic.net/cover/001/945/00194540.jpg?type=m5
소설,나라별 소설,독일소설,38,상어의 도시 2,넬레 노이하우스,"독일 미스터리 여왕의 넬레 노이하우스의 데뷔작!《백설공주에게 죽음을》의 저자 넬레 노이하우스의 첫 번째 장편소설 『상어의 도시』 제2권. 2005년 자비출판 형식으로 출간한 소설로, 수사반장 보덴슈타인과 여형사 피아 콤비의 활약을 그린 「타우누스 시리즈」가 큰 인기를 얻으며 새롭게 주목받았다. 1990년대 후반의 뉴욕을 배경으로 상대를 먼저 죽이지 않으면 자신이 당하고 마는 월스트리트의 냉혹한 생존 원리를 그린 작품이다.뉴욕 투자은행계의 스타가 된 알렉스 존트하임은 연봉 100만 달러와 성과급, 그리고 맨해튼이 내려다보이는 전망이 있는 사무실을 얻으며 LMI에 스카우트 되지만 미처 눈치 채지 못하는 사이 알렉스의 능력은 경제 범죄에 이용된다. 알렉스는 새로운 라이프스타일에 도취되어 모든 위험 신호를 무시하고..",https://bookthumb-phinf.pstatic.net/cover/077/948/07794895.jpg?type=m5
소설,나라별 소설,독일소설,39,리스본행 야간열차,파스칼 메르시어,"잃어버린 나와 만나는 마지막 순간!유럽 문학의 현대고전이 된 파스칼 메르시어의 소설 『리스본행 야간열차』. 빌 어거스트 감독과, 제레미 아이언스 주연의 영화 《리스본행 야간열차》의 원작으로 이제껏 지켜왔던 정돈된 삶을 내팽개치고 리스본으로 가는 열차를 탄 라틴어 교사 그레고리우스의 이야기를 담고 있다.비 나리는 어느 날, 고전문학을 가르치던 그레고리우스는 다리에서 뛰어내리려는 여자를 구한다. 여자는 수수께끼 같은 숫자를 그의 이마에 적어주고는, 붉은 코트만 남긴 채 홀연히 사라진다. 자신도 모르게 그녀의 흔적을 좇아 책방에 들렀다가 《언어의 연금술사》라는 포르투갈 책을 만나게 돤 그는 뭔가에 홀린 양, 미지의 인물을 찾아 리스본행 야간열차에 몸을 싣는데…….",https://bookthumb-phinf.pstatic.net/cover/074/637/07463729.jpg?type=m5
소설,나라별 소설,독일소설,40,꿈,프란츠 카프카,"카프카 작품의 정수를 ‘꿈’으로 엮다!숨은 문학 작품들에 주목한「워크롬 문학총서 제안들」. 이 총서는 마땅히 소개돼야 함에도 국내 번역본이 존재하지 않았던 ‘비밀스러운’ 작품들을 엄선하여, 정교한 번역으로 소개한다. 화려해지는 표지 디자인에 반해 단색 표지로 깔끔함을 더한 것이 멋스러우며, 작품의 성격에 맞게 색깔을 달리한 것도 특이점이다.제 1권 프란츠 카프카의 『꿈』은 소규모 문헌 자료이기도 한 이 책은 꿈에 관한 카프카의 모든 기록을 연도별로 정리한 것으로 카프카 작품을 관통하는 ‘꿈들’을 세 장으로 나누어 편집하고 이에 대한 주해를 실었다. 카프카 문학의 근사한 요약본이 되어주는 이 작품은 카프카 문학의 핵심이자 카프카 연구자들이 참고할 수 있는 내용들로 구성되어 있다.",https://bookthumb-phinf.pstatic.net/cover/074/260/07426017.jpg?type=m5
소설,나라별 소설,독일소설,41,사악한 늑대,넬레 노이하우스,"독일 미스터리를 대표하는 시리즈인 '타우누스 시리즈'의 여섯 번째 작품. 풍력발전이라는 독특한 소재로 뛰어난 미스터리 스릴러를 선보였던 전작 <바람을 뿌리는 자> 출간 이후 한동안 침묵을 지키던 넬레 노이하우스가 심혈을 기울여 내놓은 <사악한 늑대>는 전 세계 미스터리 팬들의 기대를 한 몸에 모으며 2012년 가을, 독일을 뜨겁게 달군 작품이다. 특히 작가 스스로가 '지금까지 썼던 소설 중 최고의 작품'라고 이야기할 만큼 높은 완성도를 자랑하며, 타우누스 시리즈 중에서 가장 방대한 분량의 작품이기도 하다. 이번 작품에서 넬레 노이하우스는 여성으로서 쉽게 택하기 어려울 뿐 아니라 잘못 접근하면 자극적으로만 보이기 쉬운 아동학대를 과감히 작품의 소재로 선택했다. 크리스토프와의 행복한 미래를..",https://bookthumb-phinf.pstatic.net/cover/072/339/07233945.jpg?type=m5
소설,나라별 소설,독일소설,42,책 읽어주는 남자,베른하르트 슐링크,"파격적인 사랑 이야기에 담긴 시대사!케이트 윈슬렛 주연의 영화 《더 리더》의 원작 『책 읽어주는 남자』. 독일 현대 소설을 대표하는 작가 베른하르트 슐링크의 대표작으로, 독일어권 문학 최초로 뉴욕 타임스 베스트셀러 1위에 오르고 각종 문학상을 수상했다. 작가는 이 소설로 인한 문학적 공로를 인정받아 2001년 프랑스로부터 레지옹 도뇌르 훈장을 받았다. 열다섯 살 소년과 서른여섯 살 여인의 파격적인 사랑 이야기를 통해 역사와 인간의 죄의식, 사랑, 윤리에 관한 깊은 통찰을 전한다.길을 지나던 여인 한나의 도움을 받게 된 소년 미하엘. 서로에게 강한 끌림을 느낀 두 사람은 이후 비밀스러운 연인이 된다. 한나는 미하엘과 관계를 갖기 전 책을 읽어달라고 말하고, ‘책 읽어주기, 샤워, 사랑 행위, 그러고 나서 잠시..",https://bookthumb-phinf.pstatic.net/cover/071/764/07176401.jpg?type=m5
소설,나라별 소설,독일소설,43,보이체크·당통의 죽음,게오르그 뷔히너,"독일 현대극의 선구자 게오르크 뷔히너의 대표작들!19세기 독일 천재 작가 게오르크 뷔히너의 대표 희곡들 『보이체크ㆍ당통의 죽음』. 오늘의 독자들을 위해 엄선하여 번역한 문학 고전을 선보이는 「세계문학전집」의 309번째 책이다. 24세의 나이로 요절한 게오르크 뷔히너가 남긴 작품 중 오늘날까지 전해 오는 것은 단 네 편에 불과한데, 그 중에서도 여기에 실린 두 작품은 비휘너 문학의 정수를 보여준다. 사실적인 묘사와 파격적인 형식, 강렬한 대사를 통해 모순된 현실 속에서 삶의 방향을 잃은 인간의 모습을 인상적으로 그려냈다.독일에서 가장 많이 공연된 희곡 중 하나이자 많은 예술가들에게 영감을 준 《보이체크》는 미완성 작품으로, 소외된 하층민을 주인공으로 내세워 부조리한 사회상을 담아냈다. 전통 희곡의 완결된 기승..",https://bookthumb-phinf.pstatic.net/cover/071/452/07145269.jpg?type=m5
소설,나라별 소설,독일소설,44,데미안,헤르만 헤세,"불안한 젊음에 바치는 영혼의 자서전누구나 한번쯤 ‘데미안’을 만나고누구나 한번쯤 ‘데미안’이 된다새는 힘겹게 투쟁하여 알에서 나온다.알은 세계다.태어나려는 자는 한 세계를 깨뜨려야 한다.새는 신에게로 날아간다.그 신의 이름은 아프락사스다.1차세계대전 직후인 1919년, 에밀 싱클레어라는 가명으로 출간된 헤르만 헤세의 소설 『데미안』은 잘 알려진 대로 “한 인간이 자기 자신에게로 이르는 길”을 그린 작품이다. 토마스 만이 말한 대로, “감전시키는 충격을 주면서 이루 말할 수 없는 정교함으로 시대의 신경을 건드린” 이 작품은 그 영향력 면에서 괴테의 『젊은 베르테르의 슬픔』과 비교될 만하다. 그것은 한 개..",https://bookthumb-phinf.pstatic.net/cover/071/024/07102432.jpg?type=m5
소설,나라별 소설,독일소설,45,수레바퀴 아래서,헤르만 헤세,"권위적인 사회 속에서 상처받은 젊은 영혼들!따뜻한 언어로 청춘의 권리를 주장하는 헤르만 헤세의 성장소설 『수레바퀴 아래서』. 1906년에 발표된 이 작품은 작가의 유년 시절 경험을 바탕으로 한 자전적 소설이다. 자신의 사춘기 시절을 그리는 동시에 현재를 살아가는 청소년들의 자화상을 그려냈다. 상반된 성격의 두 인물을 통해 자신이 십대 시절 겪었던 내면의 갈등을 고스란히 보여준다.천부적인 재능을 가지고 태어났지만 어른들의 기대와 욕망, 권위적인 기성사회와 규격화된 인물을 길러내는 교육제도에 희생되어 결국 창의성과 순수한 본성을 잃어버리고 삶의 수레바퀴 아래서 비극적으로 생을 마감하는 소년의 이야기가 사실적으로 펼쳐진다. 여기서 ‘수레바퀴’는 소년을 억압하는 어른들의 비뚤어진 애정과 신학교의 규격화된 제도, 위..",https://bookthumb-phinf.pstatic.net/cover/071/024/07102433.jpg?type=m5
소설,나라별 소설,독일소설,46,관객모독,페터 한트케,"무대 위에 등장하는 네 명의 배우가 극의 전체 흐름을 주도한다. 특별한 줄거리나 사건, 무대 장식이나 세련된 디자인, 조명도 찾아볼 수 없다. 다른 요소를 철저하게 배제한 채 단순화된 극은, 오로지 배우가 내뱉는 말에 의존하여 전개된다. 그렇지만 파격적인 말과 행동을 통해 현실의 문제점과 부조리함을 지적했다는 것만으로도 이 작품은 의미 있는 가치를 지닌다. 관객을 향해 이야기하는 배우와 그 말들을 직접 듣는 관객, 이들의 소통은 무대 위 연극과 현실의 경계를 허물어버린다. 나아가 현대 사회의 위선과 거짓을 폭로하고, 관객으로 하여금 지극히 현실적인 문제를 있는 그대로 바라볼 수 있게 하였다. 이러한『관객 모독』은 가장 도발적인 희곡 중 하나의 작품으로 꼽히고 있다.",https://bookthumb-phinf.pstatic.net/cover/070/935/07093534.jpg?type=m5
소설,나라별 소설,독일소설,47,깊은 상처,넬레 노이하우스,"한 노인의 기묘한 죽음에서부터 시작된,독일의 근현대사의 작가적 고찰이 녹아 있는 독일 미스터리의 대표작!독일 미스터리의 대표작으로 꼽히는 '타우누스 시리즈'의 세 번째 작품이다. 저자는 시리즈 중에서도 가장 애착을 가지고 있다고 밝힐 정도로 작가의식과 역사에 관한 고찰이 심도 있게 작품 속에 다루어지고 있다. 피아 형사와 보덴슈타인 반장은 여전히 함께 몇 가지의 사건을 해결하고 있었다. 그러던 중 미국 대통령 자문이었던 유대인 노인이 자택에서 마치 나치의 처형을 연상시키는 모습으로 총살당한 사건을 접하면서, 의문의 ‘16145’라는 숫자와 마주치게 된다. 사건은 여전히 미궁 속에 빠져 잇는 가운데, 또 한 명의 노인이 같은 방법으로 살해당하고 의문의 숫자 ‘16145’가 발견..",https://bookthumb-phinf.pstatic.net/cover/070/599/07059975.jpg?type=m5
소설,나라별 소설,독일소설,48,사랑받지 못한 여자,넬레 노이하우스,"넬레 노이하우스는 친근감 있는 등장인물들과 치밀한 구성으로도 높은 평가를 받고 있지만, 특히 인간의 양면성과 추악함을 사실적으로 표현해내는 것으로 정평이 나 있다. 『사랑받지 못한 여자』에서 그녀는 시리즈 첫 번째 작품임에도 불구하고 이후의 작품들과 비교해도 전혀 뒤떨어지지 않는 무게감과 힘을 보여주며, 전 세계 수백만 독자를 타우누스의 세계로 빠져들게 했던 자신의 매력을 유감없이 드러낸다.아름다운 여인의 죽음을 둘러싸고 벌어지는 스캔들, 정재계를 뒤흔드는 검은 음모와 범죄 조직, 그리고 한 인간의 인생을 뒤트는 사랑……. 미스터리적 완성도뿐 아니라 시리즈로서의 재미까지 고루 갖춘 《사랑받지 못한 여자》는 넬레 노이하우스를 좋아하는 독자뿐 아니라 아직 타우누스 시리즈를 접해보지 못한 미스터리 팬이라면 반드시..",https://bookthumb-phinf.pstatic.net/cover/069/418/06941888.jpg?type=m5
소설,나라별 소설,독일소설,49,바람을 뿌리는 자,넬레 노이하우스,"<백설공주에게 죽음을>의 다음 이야기!베스트셀러 <백설공주에게 죽음을>의 뒷이야기 『바람을 뿌리는 자』. 독일의 작은 마을 타우누스를 배경으로 냉철한 카리스마 수사반장 보덴슈타인과 남다른 직감과 감성으로 사건을 풀어가는 여형사 피아 콤비의 활약을 그린 「타우누스 시리즈」의 다섯 번째 작품이다. 이번에는 풍력에너지 개발을 둘러싸고 벌어지는 배신과 복수, 음모를 흥미진진하게 그리고 있다. 풍력에너지 개발회사의 경비원이 계단에서 떨어져 사망한 사건. 피아는 달콤한 휴가를 보내고 복귀하자마자 사건에 투입된다. 경찰은 회사의 풍력발전소 건립을 반대하던 시민단체에 주목하지만, 얼마 후 반대 운동을 이끌던 사람도 잔인하게 살해된다. 풍력발전소 건립을 둘러싼 은밀한 거래들이 하나씩 드러나고, 보덴슈타..",https://bookthumb-phinf.pstatic.net/cover/068/170/06817002.jpg?type=m5
소설,나라별 소설,독일소설,50,하이디,요한나 슈피리,"알프스 소녀 하이디가 선사하는 따뜻한 이야기!하이디가 전하는 따뜻한 마음과 사랑 이야기를 담은 명작 『하이디』. 어른이 되어 다시 읽는 명작 「아름다운 고전」 시리즈의 하나로, 개성 넘치는 일러스트를 담아 소장 가치를 높였으며 보관과 휴대가 간편한 사이즈로 만들었다. 어려서 부모를 잃고 이모, 외할머니와 함께 살던 하이디는 외할머니가 돌아가시자 산속 외딴 오두막에서 혼자 사는 할아버지와 살게 된다. 어두운 과거 때문에 사람들을 멀리 하던 할아버지는 밝고 천진난만한 하이디를 통해 삶의 기쁨을 느끼게 된다. 따뜻한 마음과 넘치는 사랑으로 기쁨과 행복을 만들어내는 하이디의 모습이 훈훈함과 웃음을 선사한다.",https://bookthumb-phinf.pstatic.net/cover/067/973/06797318.jpg?type=m5
소설,나라별 소설,독일소설,51,유리알 유희 1,헤르만 헤세,"헤르만 헤세의 평생 고민들을 다룬 헤세 문학의 총체!헤르만 헤세의 마지막 역작이자 노벨문학상 수상작 『유리알 유희』 제1권. 욕망과 금욕, 혼돈과 질서, 삶과 죽음, 동양과 서양, 선과 악 등 작가가 평생 고민해온 문제들을 다루고 있다. 미래의 어느 시기, 한 전기 작가가 200년 전에 살았던 전설적인 유리알 유희 명인 요제프 크네히트의 자료를 모아 그의 일대기를 쓰기 시작한다. 20세기 중반, 스위스 산간 지방에 세워진 정신적 이상향에서 요제프는 영재로 교육받고 뛰어난 재능을 보이다가 마침내 명인으로 추대된다. 맡겨진 임무를 완벽하게 수행하며 살아가던 그는 학생 시절에 논쟁을 벌이던 세속의 친구와 재회하면서 자신이 진정 바라는 역할이 무엇인지 고민하게 되는데…. 작가는 생각의 유희인 ‘유리알 유희’를 통해..",https://bookthumb-phinf.pstatic.net/cover/067/497/06749729.jpg?type=m5
소설,나라별 소설,독일소설,52,유리알 유희 2,헤르만 헤세,"헤르만 헤세의 평생 고민들을 다룬 헤세 문학의 총체!헤르만 헤세의 마지막 역작이자 노벨문학상 수상작 『유리알 유희』 제2권. 욕망과 금욕, 혼돈과 질서, 삶과 죽음, 동양과 서양, 선과 악 등 작가가 평생 고민해온 문제들을 다루고 있다. 미래의 어느 시기, 한 전기 작가가 200년 전에 살았던 전설적인 유리알 유희 명인 요제프 크네히트의 자료를 모아 그의 일대기를 쓰기 시작한다. 20세기 중반, 스위스 산간 지방에 세워진 정신적 이상향에서 요제프는 영재로 교육받고 뛰어난 재능을 보이다가 마침내 명인으로 추대된다. 맡겨진 임무를 완벽하게 수행하며 살아가던 그는 학생 시절에 논쟁을 벌이던 세속의 친구와 재회하면서 자신이 진정 바라는 역할이 무엇인지 고민하게 되는데…. 작가는 생각의 유희인 ‘유리알 유희’를 통해..",https://bookthumb-phinf.pstatic.net/cover/067/497/06749727.jpg?type=m5
소설,나라별 소설,독일소설,53,너무 친한 친구들,넬레 노이하우스,"채워지지 않는 욕망이 가져온 비극의 끝!넬레 노이하우스의 미스터리 소설 <백설공주에게 죽음을>의 전작 『너무 친한 친구들』. 독일의 작은 마을 타우누스를 배경으로 냉철한 카리스마 수사반장 보덴슈타인과 남다른 직감과 감성으로 사건을 풀어가는 여형사 피아 콤비의 활약을 그린 「타우누스 시리즈」의 두 번째 작품이다. 6월의 어느 날, 동물원 우리에서 사람의 손이 발견된다. 피해자는 인근 고등학교 교사이자 도로 확장 건설을 반대하던 환경운동가 파울리. 학생들에게는 영웅으로 칭송받던 그였지만, 성적 문제로 그를 협박한 학생부터 도로 확장을 추진하던 시의원들까지 그의 죽음을 바라던 사람 또한 많았다. 피아 형사는 유력한 용의자인 동물원장 산더와 재벌가 미청년 루카스로부터 동시에 구애를 받으면서 혼란에 빠지고..",https://bookthumb-phinf.pstatic.net/cover/066/547/06654722.jpg?type=m5
소설,나라별 소설,독일소설,54,백설공주에게 죽음을,넬레 노이하우스,"폐쇄적 분지 마을에서 일어나는 일련의 사건과 그 속에 숨은 인간 내면의 추악한 본성. 이를 파헤치는 매력적인 형사 콤비의 활약상이 펼쳐진다!냉철한 카리스마 수사반장 보덴슈타인과 남다른 직관으로 사건을 풀어가는 감성 형사 피아 콤비가 등장하는 타우누스 시리즈. 이 시리즈로 인기 작가 반열에 올라선 넬레 노이하우스는 그 네 번째 작품인 『백설공주에게 죽음을』을 통해 자신이 사는 독일의 작은 마을 타우누스를 배경으로 긴장감 있고 밀도 높은 미스터리를 그려낸다. 작가는 철저하게 사건을 풀어가면서도 인간미를 잃지 않는 형사 캐릭터를 통해 무거운 이야기 속에서도 웃음을 찾을 수 있는 여유를 선사한다. 한 남자가 10년 간의 감옥살이를 마치고 출소한다. 여자친구 둘을..",https://bookthumb-phinf.pstatic.net/cover/064/605/06460584.jpg?type=m5
소설,나라별 소설,독일소설,55,젊은 베르테르의 슬픔,요한 볼프강 폰 괴테,"젊은 괴테의 정열적인 사랑과 절망의 체험을 바탕으로 쓰인 질풍노도 문학의 대표작. 단순히 괴테의 성공작이라기보다는 당시 젊은이들의 가슴에 커다란 충격을 안겨준 문제작으로 더 큰 의미를 갖는 작품이다. 서간체 형식으로 개인적인 고백을 서술한 이 작품은 괴테 자신이 젊은 시절에 체험한 절망적인 사랑과 불행한 연애를 소재로 했다. 그 불행한 연애가 파멸에까지 이어지므로 이 작품은 서정적이며 극적인 요소가 내재되어 있어 그 감동이 단순한 상상과 허구적 공간에서 이루어지는 소설들과는 달리 매우 절절하며 실재적으로 느껴진다. 이 소설은 괴테가 직접 겪은 사건을 바탕으로 쓰여졌다. 베츨라어에서 법관 시보로 근무하던 괴테는 당시 친구인 케스트너의 약혼녀 샤를로테 부프를 사랑하지만, 이룰 수 없는 사랑..",https://bookthumb-phinf.pstatic.net/cover/063/547/06354767.jpg?type=m5
소설,나라별 소설,독일소설,56,숨그네,헤르타 뮐러,"삶과 죽음의 경계에서 그네처럼 흔들리는 사람들!2009년 노벨문학상 수상작가 헤르타 뮐러의 장편소설『숨그네』. 2차대전 후 루마니아에서 소련 강제수용소로 이송된 열일곱 살 독일 소년의 삶을 시적인 언어로 섬세하게 그려낸 작품이다. 철저히 비인간적인 상황 속에서 살아남고자 하는 인간 삶의 모습을 섬뜩하면서도 아름답게 묘사해냈다. 열일곱 살 소년 레오폴트 아우베르크를 비롯한 독일계 소수민들은 노동 수용소에서 기본적인 욕구만 남은 고통스러운 일상과 끝없는 고독을 경험하며 삶과 죽음 사이에서 흔들린다. 제목 '숨그네'는 인간의 숨이 삶과 죽음 사이에서 그네처럼 흔들리는 것을 상징한다. 작가는 강제노동 수용소의 참상을 단순히 기록하는 데 그치지 않고, 수용소에서의 공포와 불안을 강렬한 시적 언어로 아름답게 승화시켰다..",https://bookthumb-phinf.pstatic.net/cover/062/799/06279953.jpg?type=m5
소설,나라별 소설,독일소설,57,사랑할 때와 죽을 때,에리히 마리아 레마르크,"패전 이후, 독일 시민 사회를 향한 준엄한 외침을 담다!새로운 감동과 전율을 고대하는 젊은 독자를 위한 「세계문학전집」 제246권 『사랑할 때와 죽을 때』. 제1차 세계대전에 참전한 경험을 바탕으로 창작한 장편소설 '서부 전선 이상 없다'로 전세계에서 폭발적 반응을 일으킨 독일 태생의 반전 소설의 대가 에리히 마리아 레마르크의 장편소설이다. 패전의 그림자를 느끼는 독일군 병장 '에른스트'가 제2차 세계대전 중 가장 치열했던 러시아 전선 속에서 겪는 고통과 희망을 생생하게 담아냈다. 전쟁으로 인한 폭력이 불신이 지배하는 부조리한 현실을 뛰어넘는 삶에의 의지를 느끼게 된다. 또한 에른스트가 휴가 중에 만나 결혼하게 되는 동창생 '엘리자베스'와 나누는 슬프고도 아름다운 운명적 사랑을 서정적으로 그려냈다.",https://bookthumb-phinf.pstatic.net/cover/062/721/06272172.jpg?type=m5
소설,나라별 소설,독일소설,58,저지대,헤르타 뮐러,"노벨문학상 수상작가 헤르타 뮐러 문학의 시작!2009년 노벨문학상 수상작가 헤르타 뮐러의 데뷔작『저지대』. 작가가 태어나고 자란 루마니아 바나트의 풍경을 특유의 몽환적이고 초현실적인 이미지에 담아낸 19편의 단편을 만날 수 있다. 당시 검열로 삭제되었던 작품 중에서 <불치만 씨>, <의견>, <잉게>는 사회비판적인 성격을 보여주지만, 나머지 작품들은 독재 치하에서 자긍심과 품위를 잃어버리고 신음하는 사람들의 모습을 담담하게 이야기한다. 표제작 <저지대>는 어린 소녀를 화자로 내세워 시골 마을의 풍경과 그곳에서 살아가는 사람들의 답답하고 경직된 일상을 묘사한다. 작가는 그곳에서 살아왔고 앞으로도 살아갈 고향 농부들에 대한 이야기이자, 공포와 불안이 배어 있는 그곳에서..",https://bookthumb-phinf.pstatic.net/cover/062/466/06246631.jpg?type=m5
